artist_from,artist_to,from,to
26Omu9H1XR7cBoEYrMD9gF,5fVtUielMhdztOA34ArB6c,Alfredo Casero,Ratones Paranoicos
26Omu9H1XR7cBoEYrMD9gF,6ZIgPKHzpcswB8zh7sRIhx,Alfredo Casero,Divididos
26Omu9H1XR7cBoEYrMD9gF,10vtHOCA3qPLmrGylgO2F1,Alfredo Casero,Manal
26Omu9H1XR7cBoEYrMD9gF,3jO7X5KupvwmWTHGtHgcgo,Alfredo Casero,Charly García
26Omu9H1XR7cBoEYrMD9gF,7KTtecVDKYpIseUdqdNDpd,Alfredo Casero,Zambayonny
26Omu9H1XR7cBoEYrMD9gF,7wTu5u7W3kc9Id5JAvSAFV,Alfredo Casero,Viejas Locas
26Omu9H1XR7cBoEYrMD9gF,53Ik4pv6iE2gZ7Xc4BKlFJ,Alfredo Casero,Las manos de Filippi
26Omu9H1XR7cBoEYrMD9gF,3DnlTB4No4W6fO6Qvghnm4,Alfredo Casero,Los Brujos
26Omu9H1XR7cBoEYrMD9gF,5R6YR0pasdxlynyq0Abq7x,Alfredo Casero,Fabiana Cantilo
05aqPZGak6jQkKZHoXkO8E,5NheIeADetHvDkPCVVByqW,Adrián Maggi,Abel ivroud
05aqPZGak6jQkKZHoXkO8E,4R9RjgarNVvWWb4pjoRhBT,Adrián Maggi,El Pampa Oberá
05aqPZGak6jQkKZHoXkO8E,5oElf4AjSIoZkrpxpl4f9s,Adrián Maggi,Héctor Del Valle
05aqPZGak6jQkKZHoXkO8E,1glVxWkKaFiPQoSFvxj7Ar,Adrián Maggi,Nicolas Membriani
05aqPZGak6jQkKZHoXkO8E,5vcSyrLefC4JNXFXJOq5FM,Adrián Maggi,Gustavo Guichón
05aqPZGak6jQkKZHoXkO8E,6lYzmne5qvXUmlpmk4i28X,Adrián Maggi,Manuel Rosa
05aqPZGak6jQkKZHoXkO8E,5H5PTrcJrdZxLKlm4PbShh,Adrián Maggi,Alberto Merlo
05aqPZGak6jQkKZHoXkO8E,0C89uMlf3cnyUAOmsr2P2y,Adrián Maggi,Carlos Ramón Fernández
05aqPZGak6jQkKZHoXkO8E,3IRswOriYuarqJwPa5SYsy,Adrián Maggi,Milton Pino
05aqPZGak6jQkKZHoXkO8E,6he00mUdj3UDbUpUBXdHfD,Adrián Maggi,Mario Pino
05aqPZGak6jQkKZHoXkO8E,3QSFLkwEghCeYY042s6uWs,Adrián Maggi,Argentino Luna
05aqPZGak6jQkKZHoXkO8E,1RFwvEWFx12Xrf2IXHs9l7,Adrián Maggi,Marcelo Miraglia
05aqPZGak6jQkKZHoXkO8E,2B5zTVhZMD31zIf8BeEk0Y,Adrián Maggi,Saul Huenchul
05aqPZGak6jQkKZHoXkO8E,7va6FT607YxAj4HtoXVEIh,Adrián Maggi,Jose Larralde
05aqPZGak6jQkKZHoXkO8E,4TbICkHjrC2B8tMO74P3w4,Adrián Maggi,Victor Velazquez
05aqPZGak6jQkKZHoXkO8E,37u2QUmBNw4I8SYy75mzfn,Adrián Maggi,Orlando Vera Cruz
05aqPZGak6jQkKZHoXkO8E,1QZmRXrpGb9JBeDPL3zT2j,Adrián Maggi,Claudio Agrelo
05aqPZGak6jQkKZHoXkO8E,1hwojP1Bi7ipcn0qFbe8tP,Adrián Maggi,Conjunto Ivoti
05aqPZGak6jQkKZHoXkO8E,6vepcb85fHr2vyTs5i0Vg6,Adrián Maggi,Oscar Del Cerro
05aqPZGak6jQkKZHoXkO8E,7exkSLWDTlXJYcmBhWp9cl,Adrián Maggi,Horacio Guarany
1CL1NnuyndaL52YgyPVL73,4EkrhlCS2DbFxvC3Uhq6p2,Mariano Martinez,Los Violadores
1CL1NnuyndaL52YgyPVL73,1Abg5u0GFm9k3jst9mw4gH,Mariano Martinez,Jauría
1CL1NnuyndaL52YgyPVL73,46cEeRi8p3fkd1hN0N820b,Mariano Martinez,Cadena Perpetua
1CL1NnuyndaL52YgyPVL73,6j6Ld5h0aFgH0VQWQNazS7,Mariano Martinez,Hermetica
1CL1NnuyndaL52YgyPVL73,7angJhk6prgArU70JNtgTT,Mariano Martinez,Embajada Boliviana
1CL1NnuyndaL52YgyPVL73,17SdOua747pMkSrZFYlr2L,Mariano Martinez,Expulsados
1CL1NnuyndaL52YgyPVL73,59dLJG3ZVwkMZLFKByQCJB,Mariano Martinez,Pappo's Blues
1CL1NnuyndaL52YgyPVL73,3e10QpiUTMOykbAe9AAkbn,Mariano Martinez,Mal Momento
1CL1NnuyndaL52YgyPVL73,2E0SVBO1NkyVTl7PDmGGw4,Mariano Martinez,Flema
1CL1NnuyndaL52YgyPVL73,6qYd7xlmeeeDkPfx6mZ9PV,Mariano Martinez,Almafuerte
1CL1NnuyndaL52YgyPVL73,5rI6C5mJm6GYXbGHhpHTu9,Mariano Martinez,Attaque 77
1CL1NnuyndaL52YgyPVL73,0bI566gNqVLuVAra7TXQp9,Mariano Martinez,Bulldog
1CL1NnuyndaL52YgyPVL73,5sASmkskUJsvYDSYKRkkYd,Mariano Martinez,2 minutos
1CL1NnuyndaL52YgyPVL73,3DnlTB4No4W6fO6Qvghnm4,Mariano Martinez,Los Brujos
1CL1NnuyndaL52YgyPVL73,3IyuxBX0pwXqbeFI4DWmhG,Mariano Martinez,Riff
1CL1NnuyndaL52YgyPVL73,5V3p1FHktSmZSGyfvSGdhY,Mariano Martinez,Villanos
1CL1NnuyndaL52YgyPVL73,7EfP8YWf8PS23uPdAxa4sU,Mariano Martinez,De Romanticistas Shaolin's
1CL1NnuyndaL52YgyPVL73,74x9mLFwykSABaRCLE58Yg,Mariano Martinez,Pelea de Gallos
1CL1NnuyndaL52YgyPVL73,7czgdE1A5cjIIp5J4qtANj,Mariano Martinez,Sin Ley
1CL1NnuyndaL52YgyPVL73,7FGAi3mSjLMsq6p8SErsTA,Mariano Martinez,Cabezones
3UmO1Acb6OVGSfiLnYe69n,048Ps9xL1nU6dsliRDJi3y,Suarez,Rosario Bléfari
3UmO1Acb6OVGSfiLnYe69n,1DixLsLZShfpRGCavAekSZ,Suarez,Los Mundos Posibles
3UmO1Acb6OVGSfiLnYe69n,7nbOE0RhCrS1GrDEaVUVee,Suarez,Los Besos
3UmO1Acb6OVGSfiLnYe69n,1D0ySGoUXYWdUNDZWs2vKl,Suarez,Sué Mon Mont
3UmO1Acb6OVGSfiLnYe69n,4KzLzaLD6kJcOElGcQplR5,Suarez,Jaime Sin Tierra
3UmO1Acb6OVGSfiLnYe69n,5ohM2ZA35IpUZNIAiK4RoY,Suarez,Daniel Melero
3UmO1Acb6OVGSfiLnYe69n,74rb5haBUzWWe7v8MQbZwS,Suarez,Francisco Bochatón
3UmO1Acb6OVGSfiLnYe69n,5CyGExgiIO5AfElXLtoU7r,Suarez,107 Faunos
3UmO1Acb6OVGSfiLnYe69n,3Ib6KIEhkT9Funk4mqF4Lh,Suarez,Diosque
3UmO1Acb6OVGSfiLnYe69n,2VLQDfdzVswx2x3BNYwfcS,Suarez,Isla Mujeres
3UmO1Acb6OVGSfiLnYe69n,1KYLoFQ7Cwm4eOHruB5OMI,Suarez,Dani Umpi
3UmO1Acb6OVGSfiLnYe69n,4JZdNNzzAhW7Ag2Vl1bZrw,Suarez,Ibiza Pareo
3UmO1Acb6OVGSfiLnYe69n,5DboBy35CJ1kezDm1ebqbC,Suarez,Amor Elefante
3UmO1Acb6OVGSfiLnYe69n,1XyuukWY5u4rpSQynQ5Kgv,Suarez,El robot bajo el agua
3UmO1Acb6OVGSfiLnYe69n,4nwFiHgPXUpo0KgR1rZSAD,Suarez,Barbi Recanati
3UmO1Acb6OVGSfiLnYe69n,400gx7Z9pAb93eYYQZ2fUN,Suarez,Susi Pireli
3UmO1Acb6OVGSfiLnYe69n,5xEgsOYkENDU9TRoKMWW3u,Suarez,El príncipe idiota
3UmO1Acb6OVGSfiLnYe69n,3j7kmtxJ0aptdHr9ZCnEkp,Suarez,Bestia Bebé
3UmO1Acb6OVGSfiLnYe69n,0G0wjvWRWLREOBLLE1JcOQ,Suarez,Maria Gabriela Epumer
3UmO1Acb6OVGSfiLnYe69n,6dpGJKjrEet5TfcNTn2lZZ,Suarez,Viva Elástico
1wELOF6Lb5TckxS5EiiQZe,3DnlTB4No4W6fO6Qvghnm4,Don Cornelio Y La Zona,Los Brujos
1wELOF6Lb5TckxS5EiiQZe,6po2f29ob2NrxTHXbsSS9i,Don Cornelio Y La Zona,Peligrosos Gorriones
1wELOF6Lb5TckxS5EiiQZe,10vtHOCA3qPLmrGylgO2F1,Don Cornelio Y La Zona,Manal
1wELOF6Lb5TckxS5EiiQZe,28DInKJA1f9LhVK1LqMaHW,Don Cornelio Y La Zona,Los Visitantes
1wELOF6Lb5TckxS5EiiQZe,3cG8AMyTTUk3Y6LIqyjOxc,Don Cornelio Y La Zona,Aquelarre
1wELOF6Lb5TckxS5EiiQZe,6Yq25ZvjgSUB87OgyeuEPa,Don Cornelio Y La Zona,Pequeña Orquesta Reincidentes
1wELOF6Lb5TckxS5EiiQZe,47fpeEBmobi7jkLjy4Kf0p,Don Cornelio Y La Zona,Miguel Abuelo
1wELOF6Lb5TckxS5EiiQZe,5ohM2ZA35IpUZNIAiK4RoY,Don Cornelio Y La Zona,Daniel Melero
1wELOF6Lb5TckxS5EiiQZe,3F4LyTOlwym0YQmYBlbAAf,Don Cornelio Y La Zona,Fútbol
1wELOF6Lb5TckxS5EiiQZe,2IepsVr1DGAWIy15lh6sxC,Don Cornelio Y La Zona,Carca
1wELOF6Lb5TckxS5EiiQZe,74rb5haBUzWWe7v8MQbZwS,Don Cornelio Y La Zona,Francisco Bochatón
1wELOF6Lb5TckxS5EiiQZe,3WxVICwFDAWMTWH8sELmRe,Don Cornelio Y La Zona,Spinetta Jade
1wELOF6Lb5TckxS5EiiQZe,7F5m9Jw4sg853wTDmmJvLi,Don Cornelio Y La Zona,Spinetta Y Los Socios Del Desierto
1wELOF6Lb5TckxS5EiiQZe,59dLJG3ZVwkMZLFKByQCJB,Don Cornelio Y La Zona,Pappo's Blues
1wELOF6Lb5TckxS5EiiQZe,5m0J5lv69wHuzD3Fvb50tn,Don Cornelio Y La Zona,Los Twist
1wELOF6Lb5TckxS5EiiQZe,01wwxIe4Qgb0a4PCfzBjsf,Don Cornelio Y La Zona,Palo Pandolfo
1wELOF6Lb5TckxS5EiiQZe,1sTOtMflHQ1ULtuozST5RR,Don Cornelio Y La Zona,Vox Dei
1wELOF6Lb5TckxS5EiiQZe,00demsNI1p5KmzWGlrnrdh,Don Cornelio Y La Zona,Pez
1wELOF6Lb5TckxS5EiiQZe,1oP7qTxUpqM27hfVCHaGFF,Don Cornelio Y La Zona,Los Encargados
1wELOF6Lb5TckxS5EiiQZe,2TAxxFXMVMQ77Hve5fTzUt,Don Cornelio Y La Zona,Victoria Mil
28DInKJA1f9LhVK1LqMaHW,3DnlTB4No4W6fO6Qvghnm4,Los Visitantes,Los Brujos
28DInKJA1f9LhVK1LqMaHW,5m0J5lv69wHuzD3Fvb50tn,Los Visitantes,Los Twist
28DInKJA1f9LhVK1LqMaHW,6Yq25ZvjgSUB87OgyeuEPa,Los Visitantes,Pequeña Orquesta Reincidentes
28DInKJA1f9LhVK1LqMaHW,0Q7HmY08qjZ6SrCb9DYji7,Los Visitantes,La Portuaria
28DInKJA1f9LhVK1LqMaHW,1wELOF6Lb5TckxS5EiiQZe,Los Visitantes,Don Cornelio Y La Zona
28DInKJA1f9LhVK1LqMaHW,1Qv4E1VgZOGnOYd99Kp5Bs,Los Visitantes,Las Pelotas
28DInKJA1f9LhVK1LqMaHW,26Omu9H1XR7cBoEYrMD9gF,Los Visitantes,Alfredo Casero
28DInKJA1f9LhVK1LqMaHW,7F5m9Jw4sg853wTDmmJvLi,Los Visitantes,Spinetta Y Los Socios Del Desierto
28DInKJA1f9LhVK1LqMaHW,10vtHOCA3qPLmrGylgO2F1,Los Visitantes,Manal
28DInKJA1f9LhVK1LqMaHW,1sTOtMflHQ1ULtuozST5RR,Los Visitantes,Vox Dei
28DInKJA1f9LhVK1LqMaHW,59dLJG3ZVwkMZLFKByQCJB,Los Visitantes,Pappo's Blues
28DInKJA1f9LhVK1LqMaHW,1B77gQZWI3khQYI19R9YUE,Los Visitantes,Juana La Loca
28DInKJA1f9LhVK1LqMaHW,3WxVICwFDAWMTWH8sELmRe,Los Visitantes,Spinetta Jade
28DInKJA1f9LhVK1LqMaHW,0CFMR3ZXAZ591sp0z2Hwjp,Los Visitantes,El Soldado
28DInKJA1f9LhVK1LqMaHW,3q1NXsv9XypOUCJfEatXH9,Los Visitantes,Pescado Rabioso
28DInKJA1f9LhVK1LqMaHW,6po2f29ob2NrxTHXbsSS9i,Los Visitantes,Peligrosos Gorriones
28DInKJA1f9LhVK1LqMaHW,3cG8AMyTTUk3Y6LIqyjOxc,Los Visitantes,Aquelarre
28DInKJA1f9LhVK1LqMaHW,5fVtUielMhdztOA34ArB6c,Los Visitantes,Ratones Paranoicos
28DInKJA1f9LhVK1LqMaHW,6ZIgPKHzpcswB8zh7sRIhx,Los Visitantes,Divididos
28DInKJA1f9LhVK1LqMaHW,7pa4Z64S1qU90QytnRJgoJ,Los Visitantes,Arbolito
5jKPFZDOdSKFeRN5HRQGGx,75mIeyYiajAsiAMo735gr7,La Fuerza Joven,Luz Mala
5jKPFZDOdSKFeRN5HRQGGx,549gX84eSqoYRJp8BglJqy,La Fuerza Joven,Malagata
5jKPFZDOdSKFeRN5HRQGGx,7Ij3qRinMFtEpzRghKIHtE,La Fuerza Joven,Sexteto Imperial
5jKPFZDOdSKFeRN5HRQGGx,4IanZQUfK3CD5hhIOvq3HU,La Fuerza Joven,Los Gorilas
5jKPFZDOdSKFeRN5HRQGGx,3OrjkcpKAlJClVOopBZicQ,La Fuerza Joven,Siete Lunas
5jKPFZDOdSKFeRN5HRQGGx,3WbSY8mvIDlippmEINi72J,La Fuerza Joven,Peluche
5jKPFZDOdSKFeRN5HRQGGx,643YpbScVr0u07i276NRiP,La Fuerza Joven,Los Chakales
5jKPFZDOdSKFeRN5HRQGGx,25CQYerNOaucOLHuEuvC9P,La Fuerza Joven,Onda Sabanera
5jKPFZDOdSKFeRN5HRQGGx,7BxGo6C3TLVWkQhBso7ERD,La Fuerza Joven,Malakate
5jKPFZDOdSKFeRN5HRQGGx,1CPCudqABxMYzF2PFEfQme,La Fuerza Joven,Media Naranja
5jKPFZDOdSKFeRN5HRQGGx,5iKGxHg1kmnS3GOxuPsTKj,La Fuerza Joven,Poca Plata
5jKPFZDOdSKFeRN5HRQGGx,0LOfrH82HIHcCXk3eFF7og,La Fuerza Joven,Grupo Karicia
5jKPFZDOdSKFeRN5HRQGGx,0lLZuPpTtNi5DxZ9QhiReO,La Fuerza Joven,Mr. Gato
5jKPFZDOdSKFeRN5HRQGGx,4OeXcGvSUYN3eMgy73WBtd,La Fuerza Joven,Karicia
5jKPFZDOdSKFeRN5HRQGGx,2t5LZnlhZW4ctjLQE9qoae,La Fuerza Joven,Grupo Sombras
5jKPFZDOdSKFeRN5HRQGGx,3OSozwQXzKD9PY3M4hfkEW,La Fuerza Joven,Grupo Green
5jKPFZDOdSKFeRN5HRQGGx,6wAk3K9nxqR0pTLGLctzQu,La Fuerza Joven,Tambó Tambó
5jKPFZDOdSKFeRN5HRQGGx,0iEb0AxgIKdFEBge2F0hSr,La Fuerza Joven,Los Moykano's
5jKPFZDOdSKFeRN5HRQGGx,4S4LqO1F7ZHz2ipQsSJwn2,La Fuerza Joven,La Mar'k
5jKPFZDOdSKFeRN5HRQGGx,1JBqDQ2nqzGdgOEv7f4Gev,La Fuerza Joven,La Cumbia
1p9IEVolgFCEjlFwEGTjPG,6uJE0vxnT7UNCgBHOCZ7WV,El Doctor,Osx Mob
1p9IEVolgFCEjlFwEGTjPG,4jIPjVHNkAKmqfWjfwg960,El Doctor,Mike Southside
1p9IEVolgFCEjlFwEGTjPG,33jFO9W9LzOFYLwdPcs97O,El Doctor,Chiki Wanted
1p9IEVolgFCEjlFwEGTjPG,2a3t7z8U1cpR0PEq1WB68d,El Doctor,Diamante Ayala
1p9IEVolgFCEjlFwEGTjPG,48vP5SxlTO6yOI7SLKIOQV,El Doctor,Obie Wanshot
1p9IEVolgFCEjlFwEGTjPG,1U7FXZ7fdz0YqYzs4nRd1v,El Doctor,Kmd Label
1p9IEVolgFCEjlFwEGTjPG,4StQh17zinsbJ4r5ekmPj7,El Doctor,Coqeéin Montana
1p9IEVolgFCEjlFwEGTjPG,6Gsh7oJoJ5EQUuQk0EhfWL,El Doctor,Malandro
1p9IEVolgFCEjlFwEGTjPG,62zZb3lpCFBqLDjMccQgND,El Doctor,T&K
1p9IEVolgFCEjlFwEGTjPG,0Hkx0YcHHxDRRbH9WsSW0I,El Doctor,Marcianos Crew
1p9IEVolgFCEjlFwEGTjPG,38PVRkX8RixC7XuDRltJpN,El Doctor,Linyeras cru
1p9IEVolgFCEjlFwEGTjPG,1cLDC1abeY1jIY5AX2Rtbx,El Doctor,Franky Style
1p9IEVolgFCEjlFwEGTjPG,5c1dsiPU62AjA50VwTPfoF,El Doctor,Big Deiv
1p9IEVolgFCEjlFwEGTjPG,5aJWEc5r4loyrMRAXgPxsh,El Doctor,Ronpe 99
1p9IEVolgFCEjlFwEGTjPG,4Ohr1XPB2qzNiiWRJlelPO,El Doctor,Flaco Vazquez
1p9IEVolgFCEjlFwEGTjPG,15RLdM61VHtknTIYIuNviR,El Doctor,Blunted Vato
1p9IEVolgFCEjlFwEGTjPG,0UgMoItq2HrVT6sRUF9ouY,El Doctor,Fazzini
1p9IEVolgFCEjlFwEGTjPG,46tb2ZXhiEO0R42JLK1Qzr,El Doctor,Zica
1p9IEVolgFCEjlFwEGTjPG,6ulI4i1iXCyvXZPepDMIPg,El Doctor,Ingravidos La Industria
1p9IEVolgFCEjlFwEGTjPG,2TUXDsXCXDnpVEZ3lvyVWF,El Doctor,Cumbia Trampa
5FWTu1MZdB5fjKif2rZldJ,5L59UhTBOeIRPxF5umwC9p,Easy Star All-Stars,Groundation
5FWTu1MZdB5fjKif2rZldJ,0lsuCH8qG9UM8BihdL1Vsc,Easy Star All-Stars,10 Ft. Ganja Plant
5FWTu1MZdB5fjKif2rZldJ,6UL7BodGc5iVmQGlMwHR0g,Easy Star All-Stars,Steel Pulse
5FWTu1MZdB5fjKif2rZldJ,2Y06xyHPovQ8DWLyVIpSJK,Easy Star All-Stars,Israel Vibration
5FWTu1MZdB5fjKif2rZldJ,1AMMMSq3rJdZtFGnBXEkz7,Easy Star All-Stars,King Tubby
5FWTu1MZdB5fjKif2rZldJ,5keeQyPKYRxUCKDMECTXG3,Easy Star All-Stars,Black Uhuru
5FWTu1MZdB5fjKif2rZldJ,1TsG4AumsMt1Tcq2nHpov9,Easy Star All-Stars,"Lee ""Scratch"" Perry"
5FWTu1MZdB5fjKif2rZldJ,3hbnUwHvxyFxeJ9veCzOE7,Easy Star All-Stars,Mad Professor
5FWTu1MZdB5fjKif2rZldJ,6qaKS0nzGP4hfjl4aFZmEU,Easy Star All-Stars,Burning Spear
5FWTu1MZdB5fjKif2rZldJ,6uSKeCyQEhvPC2NODgiqFE,Easy Star All-Stars,The Wailers
5FWTu1MZdB5fjKif2rZldJ,389zc5Rwe0MPcE6mSF4AjC,Easy Star All-Stars,Bunny Wailer
5FWTu1MZdB5fjKif2rZldJ,6RTCb5pWKinqlUyG2qacit,Easy Star All-Stars,Ernest Ranglin
5FWTu1MZdB5fjKif2rZldJ,1edl5fzpdS471TaQ8Bgs3w,Easy Star All-Stars,Scientist
5FWTu1MZdB5fjKif2rZldJ,5WwEQwX3ruZofwDDqtOXwI,Easy Star All-Stars,Augustus Pablo
5FWTu1MZdB5fjKif2rZldJ,0nGxKkhmIzyu6bvuXrko1e,Easy Star All-Stars,The Congos
5FWTu1MZdB5fjKif2rZldJ,6jJG408jz8VayohX86nuTt,Easy Star All-Stars,Sly & Robbie
5FWTu1MZdB5fjKif2rZldJ,3L5iYAziSDnuaHsSgbkcIP,Easy Star All-Stars,The Gladiators
5FWTu1MZdB5fjKif2rZldJ,4DbtUTi2WsBNdruAZL2pNz,Easy Star All-Stars,Culture
5FWTu1MZdB5fjKif2rZldJ,1vB5909auE9YUaTjQ7ZkTj,Easy Star All-Stars,The Abyssinians
5FWTu1MZdB5fjKif2rZldJ,3OuWnJjdra0xHsdtB3HIHj,Easy Star All-Stars,John Brown's Body
4fARNbsdisPYTZtwYzAayh,41t0VtTsJW8JzLYN7e7Uig,Simplemente Naguel,Los Cadiz
4fARNbsdisPYTZtwYzAayh,05cQ4J83ahsdeFX7sgqTpH,Simplemente Naguel,Los Leyes
4fARNbsdisPYTZtwYzAayh,01FkCqvSAE5mBeTz5QQsx3,Simplemente Naguel,Omar Shané
4fARNbsdisPYTZtwYzAayh,7B3kLf1ZWaepQ3ts6Adlkp,Simplemente Naguel,Walter Encina
4fARNbsdisPYTZtwYzAayh,7wj7mzfPsDlJjUyg2TIW1n,Simplemente Naguel,Los Lamas
4fARNbsdisPYTZtwYzAayh,325zdFw59lq0YHEmd5rWtk,Simplemente Naguel,Ezequiel El Brujo
4fARNbsdisPYTZtwYzAayh,5kmcANJ07GntkrPxTW8PnW,Simplemente Naguel,Aclamado Amistad
4fARNbsdisPYTZtwYzAayh,62mDOaYHDbAyK1clFPQyuN,Simplemente Naguel,Los Angeles Colombianos
4fARNbsdisPYTZtwYzAayh,4EAV5xJot3hs1RICAsxSHA,Simplemente Naguel,El Viejo Marquez
4fARNbsdisPYTZtwYzAayh,4Frz1l5pFsgAYeUhAskAcZ,Simplemente Naguel,Grupo Trinidad
4fARNbsdisPYTZtwYzAayh,1g31gW7m6FH9LljAfobGh8,Simplemente Naguel,Marcos Castelló Kaniche
4fARNbsdisPYTZtwYzAayh,4R5IzlNSizG1oT8Gs4HH6k,Simplemente Naguel,Grupo Cali
4fARNbsdisPYTZtwYzAayh,4waUZg7jQgyZE9odZgglJy,Simplemente Naguel,Los Dora 2
4fARNbsdisPYTZtwYzAayh,2e4Y8l04wLXmQhffiFOV0Z,Simplemente Naguel,La Clave Norteña
4fARNbsdisPYTZtwYzAayh,4MZwXbwveoO6NyBAZPbYZv,Simplemente Naguel,Los Leales
4fARNbsdisPYTZtwYzAayh,19M8Gfe7Ydw6b8293gtlt7,Simplemente Naguel,Los Del Palmar
4fARNbsdisPYTZtwYzAayh,25CQYerNOaucOLHuEuvC9P,Simplemente Naguel,Onda Sabanera
4fARNbsdisPYTZtwYzAayh,4pPaTS0Is7K9pHjgp5Pdgs,Simplemente Naguel,Los Del Maranaho
4fARNbsdisPYTZtwYzAayh,3IbAQiPGvV3aSwvYBMo3o3,Simplemente Naguel,Mensajeros del Amor
4fARNbsdisPYTZtwYzAayh,3OrjkcpKAlJClVOopBZicQ,Simplemente Naguel,Siete Lunas
0bWJRk7RVy4BSt0S8S7fTJ,1FGK9x2fh4SkpKyL4keggY,Santamarina,Cuarteto Leo
0bWJRk7RVy4BSt0S8S7fTJ,0Ju8LutOzYuBpC3XtwcLZa,Santamarina,Fernando Bladys
0bWJRk7RVy4BSt0S8S7fTJ,5VqFyx1HDLsbf0bAK0K7Oa,Santamarina,Megatrack
0bWJRk7RVy4BSt0S8S7fTJ,5Gc3h7r4iV94WZYozevgYT,Santamarina,Cuarteto de Oro
0bWJRk7RVy4BSt0S8S7fTJ,7e3BSeFzlCGyAdbsUbgUaD,Santamarina,Damián Córdoba
0bWJRk7RVy4BSt0S8S7fTJ,4nqVB7spWeLRAeXDLfEpWT,Santamarina,La Rhumba
0bWJRk7RVy4BSt0S8S7fTJ,5B8x8r9gHNj8pVqc8sWQyW,Santamarina,Heraldo Bosio
0bWJRk7RVy4BSt0S8S7fTJ,7tqwTqZQXmwtlvj4WdsGUe,Santamarina,Banda Express
0bWJRk7RVy4BSt0S8S7fTJ,1pmmkE3BIdh9pxHecU09Oo,Santamarina,La banda de Carlitos
0bWJRk7RVy4BSt0S8S7fTJ,7fxj9VjDxGpHfOPEkgxm6e,Santamarina,Ale Ceberio
0bWJRk7RVy4BSt0S8S7fTJ,4arvU6IZ9iiulbCZPiO1GB,Santamarina,Pelusa
0bWJRk7RVy4BSt0S8S7fTJ,0d2A861NEFqVpEogrYewVJ,Santamarina,Miguel Alejandro
0bWJRk7RVy4BSt0S8S7fTJ,0ew3nDz7LGfYAju7CC2tL3,Santamarina,Los Chicos Piratas
0bWJRk7RVy4BSt0S8S7fTJ,53PMMY1sInP2hfK6TzIijL,Santamarina,Chebere
0bWJRk7RVy4BSt0S8S7fTJ,2irvIOnNBtm2lPHz9PyUVh,Santamarina,Claudio Toledo
0bWJRk7RVy4BSt0S8S7fTJ,1EsaxlwSz9CLqVRjZYnP3H,Santamarina,Tru La La
0bWJRk7RVy4BSt0S8S7fTJ,7EvDSfxicwLE0JCefqIFiX,Santamarina,Daniel Lezica
0bWJRk7RVy4BSt0S8S7fTJ,3y7lYHC5lU1TliTtH9iudU,Santamarina,Alcides y los playeros
0bWJRk7RVy4BSt0S8S7fTJ,2UqRkW2wfEkZmyvKyTTv2W,Santamarina,Ulises Bueno
0bWJRk7RVy4BSt0S8S7fTJ,6zuShqSKzYP7ZPGMkMFhbL,Santamarina,Chipote
4arvU6IZ9iiulbCZPiO1GB,7e3BSeFzlCGyAdbsUbgUaD,Pelusa,Damián Córdoba
4arvU6IZ9iiulbCZPiO1GB,1FGK9x2fh4SkpKyL4keggY,Pelusa,Cuarteto Leo
4arvU6IZ9iiulbCZPiO1GB,0Ju8LutOzYuBpC3XtwcLZa,Pelusa,Fernando Bladys
4arvU6IZ9iiulbCZPiO1GB,0bWJRk7RVy4BSt0S8S7fTJ,Pelusa,Santamarina
4arvU6IZ9iiulbCZPiO1GB,0d2A861NEFqVpEogrYewVJ,Pelusa,Miguel Alejandro
4arvU6IZ9iiulbCZPiO1GB,7tqwTqZQXmwtlvj4WdsGUe,Pelusa,Banda Express
4arvU6IZ9iiulbCZPiO1GB,1pmmkE3BIdh9pxHecU09Oo,Pelusa,La banda de Carlitos
4arvU6IZ9iiulbCZPiO1GB,53PMMY1sInP2hfK6TzIijL,Pelusa,Chebere
4arvU6IZ9iiulbCZPiO1GB,5VqFyx1HDLsbf0bAK0K7Oa,Pelusa,Megatrack
4arvU6IZ9iiulbCZPiO1GB,1EsaxlwSz9CLqVRjZYnP3H,Pelusa,Tru La La
4arvU6IZ9iiulbCZPiO1GB,2UqRkW2wfEkZmyvKyTTv2W,Pelusa,Ulises Bueno
4arvU6IZ9iiulbCZPiO1GB,1ga5jO5WHSc52U7aLHjgMu,Pelusa,Orly
4arvU6IZ9iiulbCZPiO1GB,09uueXvOHlHbzABqbbYbwT,Pelusa,La Banda al Rojo Vivo
4arvU6IZ9iiulbCZPiO1GB,7fxj9VjDxGpHfOPEkgxm6e,Pelusa,Ale Ceberio
4arvU6IZ9iiulbCZPiO1GB,5B8x8r9gHNj8pVqc8sWQyW,Pelusa,Heraldo Bosio
4arvU6IZ9iiulbCZPiO1GB,5Gc3h7r4iV94WZYozevgYT,Pelusa,Cuarteto de Oro
4arvU6IZ9iiulbCZPiO1GB,7EvDSfxicwLE0JCefqIFiX,Pelusa,Daniel Lezica
4arvU6IZ9iiulbCZPiO1GB,4nqVB7spWeLRAeXDLfEpWT,Pelusa,La Rhumba
4arvU6IZ9iiulbCZPiO1GB,3ubn21gVCIaOkzLm5Tegqj,Pelusa,El Negro Videla
4arvU6IZ9iiulbCZPiO1GB,2irvIOnNBtm2lPHz9PyUVh,Pelusa,Claudio Toledo
7czgdE1A5cjIIp5J4qtANj,42Di2Go36YpffdvrOySpWW,Sin Ley,Nihilismo
7czgdE1A5cjIIp5J4qtANj,7angJhk6prgArU70JNtgTT,Sin Ley,Embajada Boliviana
